Mod:Item:MetaData, Localized Name
appliedenergistics2:sky_stone_small_brick_stairs, Ступеньки из малого кирпича небесного камня
appliedenergistics2:fluix_stairs, Изменчивые ступеньки
appliedenergistics2:quartz_stairs, Ступеньки из истинного кварца
appliedenergistics2:chiseled_quartz_stairs, Ступеньки из резного истинного кварца
appliedenergistics2:quartz_pillar_stairs, Ступеньки из колонны истинного кварца
appliedenergistics2:cable_bus, AE2 кабель и/или шина
appliedenergistics2:sky_stone_slab:0, Плита из небесного камня
appliedenergistics2:smooth_sky_stone_slab:0, Плита из блока небесного камня
appliedenergistics2:sky_stone_brick_slab:0, Плита из кирпича небесного камня
appliedenergistics2:sky_stone_small_brick_slab:0, Плита из малого кирпича небесного камня
appliedenergistics2:fluix_slab:0, Изменчивая плита
appliedenergistics2:quartz_slab:0, Плита из истинного кварца
appliedenergistics2:chiseled_quartz_slab:0, Плита из резного истинного кварца
appliedenergistics2:quartz_pillar_slab:0, Плита из колонны истинного кварца
appliedenergistics2:certus_quartz_axe, Топор из истинного кварца
appliedenergistics2:certus_quartz_hoe, Мотыга из истинного кварца
appliedenergistics2:certus_quartz_spade, Лопата из истинного кварца
appliedenergistics2:certus_quartz_pickaxe, Кирка из истинного кварца
appliedenergistics2:certus_quartz_sword, Меч из истинного кварца
appliedenergistics2:certus_quartz_wrench, Гаечный ключ из истинного кварца
appliedenergistics2:certus_quartz_cutting_knife, Нож из истинного кварца
appliedenergistics2:nether_quartz_axe, Топор из незер-кварца
appliedenergistics2:nether_quartz_hoe, Мотыга из незер-кварца
appliedenergistics2:nether_quartz_spade, Лопата из незер-кварца
appliedenergistics2:nether_quartz_pickaxe, Кирка из незер-кварца
appliedenergistics2:nether_quartz_sword, Меч из незер-кварца
appliedenergistics2:nether_quartz_wrench, Гаечный ключ из незер-кварца
appliedenergistics2:nether_quartz_cutting_knife, Нож из незер-кварца
appliedenergistics2:entropy_manipulator, Манипулятор энтропией
appliedenergistics2:wireless_terminal, Беспроводной терминал
appliedenergistics2:charged_staff, Заряженный посох
appliedenergistics2:matter_cannon, Материальная пушка
appliedenergistics2:portable_cell, Переносная ячейка
appliedenergistics2:color_applicator, Аппликатор цвета
appliedenergistics2:biometric_card, Биометрическая карта
appliedenergistics2:memory_card, Карта памяти
appliedenergistics2:network_tool, Сетевой инструмент
appliedenergistics2:creative_storage_cell, Творческая МЭ ячейка хранения
appliedenergistics2:view_cell, Ячейка представления
appliedenergistics2:storage_cell_1k, 1К МЭ ячейка хранения
appliedenergistics2:storage_cell_4k, 4К МЭ ячейка хранения
appliedenergistics2:storage_cell_16k, 16К МЭ ячейка хранения
appliedenergistics2:storage_cell_64k, 64К МЭ ячейка хранения
appliedenergistics2:fluid_storage_cell_1k, 1k ME Fluid Storage Cell
appliedenergistics2:fluid_storage_cell_4k, 4k ME Fluid Storage Cell
appliedenergistics2:fluid_storage_cell_16k, 16k ME Fluid Storage Cell
appliedenergistics2:fluid_storage_cell_64k, 64k ME Fluid Storage Cell
appliedenergistics2:spatial_storage_cell_2_cubed, 2³ пространственная ячейка хранения
appliedenergistics2:spatial_storage_cell_16_cubed, 16³ пространственная ячейка хранения
appliedenergistics2:spatial_storage_cell_128_cubed, 128³ пространственная ячейка хранения
appliedenergistics2:facade:0, Кабельный фасад - Камень
appliedenergistics2:facade:0, Кабельный фасад - Гранит
appliedenergistics2:facade:0, Кабельный фасад - Полированный гранит
appliedenergistics2:facade:0, Кабельный фасад - Диорит
appliedenergistics2:facade:0, Кабельный фасад - Полированный диорит
appliedenergistics2:facade:0, Кабельный фасад - Андезит
appliedenergistics2:facade:0, Кабельный фасад - Полированный андезит
appliedenergistics2:facade:0, Кабельный фасад - Дёрн
appliedenergistics2:facade:0, Кабельный фасад - Земля
appliedenergistics2:facade:0, Кабельный фасад - Каменистая земля
appliedenergistics2:facade:0, Кабельный фасад - Подзол
appliedenergistics2:facade:0, Кабельный фасад - Булыжник
appliedenergistics2:facade:0, Кабельный фасад - Дубовые доски
appliedenergistics2:facade:0, Кабельный фасад - Еловые доски
appliedenergistics2:facade:0, Кабельный фасад - Берёзовые доски
appliedenergistics2:facade:0, Кабельный фасад - Доски из тропического дерева
appliedenergistics2:facade:0, Кабельный фасад - Акациевые доски
appliedenergistics2:facade:0, Кабельный фасад - Доски из тёмного дуба
appliedenergistics2:facade:0, Кабельный фасад - Бедрок
appliedenergistics2:facade:0, Кабельный фасад - Песок
appliedenergistics2:facade:0, Кабельный фасад - Красный песок
appliedenergistics2:facade:0, Кабельный фасад - Гравий
appliedenergistics2:facade:0, Кабельный фасад - Золотая руда
appliedenergistics2:facade:0, Кабельный фасад - Железная руда
appliedenergistics2:facade:0, Кабельный фасад - Каменный уголь
appliedenergistics2:facade:0, Кабельный фасад - Дуб
appliedenergistics2:facade:0, Кабельный фасад - Ель
appliedenergistics2:facade:0, Кабельный фасад - Берёза
appliedenergistics2:facade:0, Кабельный фасад - Тропическое дерево
appliedenergistics2:facade:0, Кабельный фасад - Дубовые листья
appliedenergistics2:facade:0, Кабельный фасад - Хвоя
appliedenergistics2:facade:0, Кабельный фасад - Берёзовые листья
appliedenergistics2:facade:0, Кабельный фасад - Листья тропического дерева
appliedenergistics2:facade:0, Кабельный фасад - Губка
appliedenergistics2:facade:0, Кабельный фасад - Мокрая губка
appliedenergistics2:facade:0, Кабельный фасад - Стекло
appliedenergistics2:facade:0, Кабельный фасад - Лазуритовая руда
appliedenergistics2:facade:0, Кабельный фасад - Лазуритовый блок
appliedenergistics2:facade:0, Кабельный фасад - Песчаник
appliedenergistics2:facade:0, Кабельный фасад - Резной песчаник
appliedenergistics2:facade:0, Кабельный фасад - Гладкий песчаник
appliedenergistics2:facade:0, Кабельный фасад - Белая шерсть
appliedenergistics2:facade:0, Кабельный фасад - Оранжевая шерсть
appliedenergistics2:facade:0, Кабельный фасад - Пурпурная шерсть
appliedenergistics2:facade:0, Кабельный фасад - Голубая шерсть
appliedenergistics2:facade:0, Кабельный фасад - Жёлтая шерсть
appliedenergistics2:facade:0, Кабельный фасад - Лаймовая шерсть
appliedenergistics2:facade:0, Кабельный фасад - Розовая шерсть
appliedenergistics2:facade:0, Кабельный фасад - Серая шерсть
appliedenergistics2:facade:0, Кабельный фасад - Светло-серая шерсть
appliedenergistics2:facade:0, Кабельный фасад - Бирюзовая шерсть
appliedenergistics2:facade:0, Кабельный фасад - Фиолетовая шерсть
appliedenergistics2:facade:0, Кабельный фасад - Синяя шерсть
appliedenergistics2:facade:0, Кабельный фасад - Коричневая шерсть
appliedenergistics2:facade:0, Кабельный фасад - Зелёная шерсть
appliedenergistics2:facade:0, Кабельный фасад - Красная шерсть
appliedenergistics2:facade:0, Кабельный фасад - Чёрная шерсть
appliedenergistics2:facade:0, Кабельный фасад - Золотой блок
appliedenergistics2:facade:0, Кабельный фасад - Железный блок
appliedenergistics2:facade:0, Кабельный фасад - Каменная плита
appliedenergistics2:facade:0, Кабельный фасад - Каменная плита
appliedenergistics2:facade:0, Кабельный фасад - Каменная плита
appliedenergistics2:facade:0, Кабельный фасад - Каменная плита
appliedenergistics2:facade:0, Кабельный фасад - Каменная плита
appliedenergistics2:facade:0, Кабельный фасад - Каменная плита
